6.489307339322913926e-01,-4.508899295663066908e-01,1.026585065061446578e+01
-1.011928832521317823e+00,-2.169891745271932404e-01,9.048693971314927254e+00
-1.345849091848614787e+00,-3.145940285058148600e-01,1.006530296435759020e+01
-8.932242941755937915e-01,-8.035499442019742311e-01,9.373158051904882271e+00
1.112732760433082557e+00,8.551719338739607323e-01,8.418860052032638208e+00
4.488153866852893081e-01,-3.604496419141569596e-01,9.313131083814598199e+00
-6.072462724276163071e-01,6.788604978427104086e-01,9.855621779074791533e+00
-2.103700296802912817e-01,2.066646179019917540e-01,9.641049783377232174e+00
2.489238078165321166e-01,-2.207546924532466370e-02,1.040476003975077646e+01
-5.845348116921594839e-01,1.494476931642837680e+00,9.594170573598304941e+00
-1.075165946877484568e+00,-8.277141015446980443e-01,8.525581802956779143e+00
1.364249609108545869e+00,-1.118002889482273554e+00,9.052119478074466485e+00
9.549037530469064450e-01,8.835476781981244088e-02,9.693641748316208506e+00
-1.123311758871671895e+00,-4.944045949705382359e-01,1.027266062542815916e+01
8.823847276039908927e-02,1.973849255906117151e-01,9.753918572605424941e+00
-8.295212430819307592e-01,1.405766237341318892e+00,9.523939615063829578e+00
-1.018099117233204343e+00,1.047765359061622270e+00,1.087099145593199268e+01
-8.133933944923648074e-01,3.670798137537851780e-01,1.043371670282661512e+01
-3.724398340115415706e-01,-5.785063059703378086e-01,9.996567934428641777e+00
2.313140512819580330e-01,-1.087492912487606489e-01,8.752319351334753250e+00
-1.484245384443095395e+00,-5.756408797447551962e-01,1.029490987197819507e+01
-1.370788648787921726e+00,5.454753806949601547e-01,1.099971811692359402e+01
1.599679115681951203e-01,1.222715089079928319e+00,9.001773952139618729e+00
-1.013616213249422415e+00,-1.366033398404984833e+00,1.078894245475341407e+01
4.142144971680217225e-02,-9.970955319224544811e-01,1.121383899621351077e+01
-3.842613157775816024e-01,-4.276748842968620679e-01,1.038080953547965457e+01
6.400246695295574995e-01,5.976729713095272345e-01,8.319927800425261921e+00
6.748506175224275871e-01,3.882032710782956642e-02,9.510461257594393203e+00
1.273725480563984824e+00,5.939494453661309237e-02,1.092192030444325290e+01
8.677957955706232518e-01,-1.258592240508777493e+00,9.096792575820025206e+00
1.382235718483578069e+00,-5.947343268345296474e-01,1.035854304133253301e+01
3.367116044488174254e-01,-2.951047706377196711e-01,1.040486318830416934e+01
5.266278476470365177e-01,-3.507725194732373986e-01,1.051566382101314900e+01
7.133996927508818864e-01,7.453264584081509270e-01,9.454004296160366749e+00
-6.159829540974862683e-01,1.345702742542266073e+00,1.078766457829130587e+01
1.071265935260406366e+00,-9.067255016037194526e-01,1.040141407237129201e+01
6.817619422364460391e-01,-1.322110945798458559e+00,1.107425972005462356e+01
-9.272357144958628394e-01,3.431705909536206800e-01,8.834316994477894980e+00
9.274853306969701450e-01,6.612080993562177156e-01,1.079384154193531842e+01
-5.609084172198736118e-01,1.187987117039806861e+00,1.039994957784650254e+01
-3.418305996511765699e-01,1.486038799409644895e+00,9.326012095761804233e+00
-1.220165813566399526e+00,-1.121861344100233193e+00,1.011214453867892971e+01
-7.337737690349717123e-01,1.368246551466772765e+00,1.082879015214983376e+01
3.209265126861058359e-01,-4.212913966996065795e-01,8.733643260794606178e+00
-1.295026343821635173e+00,-9.616377329191871937e-01,1.077268503508041952e+01
-7.420647458046272238e-01,-5.446971918708517491e-01,9.580673387357768078e+00
1.002437072385505612e+00,3.871020447415509658e-01,8.704739807124532547e+00
-3.444628317608091628e-01,5.067991920831547148e-01,1.045566099694698359e+01
6.521868253128428883e-01,-1.433273552932051942e+00,8.915662255917993662e+00
1.664491875580855762e-01,1.481306544371755685e+00,8.760453523853799496e+00
7.182532636298000206e-01,9.731398577785239645e-01,9.727511168141022679e+00
1.449588087049994201e+00,-6.394731340375574558e-01,9.489451307453842688e+00
7.900671854626031276e-01,-2.538228302772815859e-01,8.892859287846569316e+00
1.404459376701012729e-01,1.223531720795507205e+00,9.717579129488591150e+00
-7.098177574747187579e-01,-1.058122144404846310e+00,1.108748308705165186e+01
-6.873068640466649670e-01,1.294899242218422675e+00,9.427457116878656507e+00
4.755982918334007437e-01,6.469753729860965308e-01,9.737091309029469954e+00
6.057464288842413502e-01,-1.184921146131536318e+00,9.020624900437445248e+00
8.527653514525495027e-01,6.657528239381043100e-01,9.529639236088380372e+00
9.797598087743879525e-01,-5.589865778319936807e-01,9.226141909278730679e+00
-6.721789000653766166e-02,-1.361464640462849651e+00,8.978671917080864873e+00
1.365336722248626788e+00,-8.385338184461547106e-01,9.675597741023157283e+00
8.092684490622295002e-01,-1.209983164716387893e+00,1.035715542578798498e+01
2.016930039189515078e-01,-4.790906606941724988e-01,1.043364104686144245e+01
3.904438146768685058e-01,-1.193729422396341278e+00,9.684406413719880646e+00
-2.641503382058172367e-01,8.430018873022695480e-01,1.075961160840546427e+01
-3.275269676956804599e-01,1.009888008636354861e+00,8.655105866775809176e+00
